ID_Venta,Fecha,ID_Producto,ID_Cliente,ID_Vendedor,Cantidad,Precio_Unitario,Descuento,Total_Venta,Costo_Unitario,Utilidad
VTA03912,2025-12-21,P005,C017,V002,2,100,5,190.0,60,80
VTA03913,2024-11-11,P001,C004,V009,5,1200,5,5700.0,900,1500
VTA03914,2025-05-01,P002,C010,V006,4,800,0,3200.0,600,800
VTA03915,2025-03-18,P002,C011,V004,1,800,5,760.0,600,200
VTA03916,2025-05-08,P001,C016,V003,4,1200,5,4560.0,900,1200
VTA03917,2024-02-21,P005,C007,V002,1,100,10,90.0,60,40
VTA03918,2024-09-21,P003,C015,V004,4,150,0,600.0,90,240
VTA03919,2024-04-15,P005,C008,V009,5,100,0,500.0,60,200
VTA03920,2025-10-11,P004,C015,V010,2,300,10,540.0,200,200
VTA03921,2025-11-09,P002,C019,V003,3,800,15,2040.0,600,600
VTA03922,2024-10-12,P005,C010,V002,3,100,10,270.0,60,120
VTA03923,2024-05-14,P003,C020,V004,3,150,15,382.5,90,180
VTA03924,2024-11-09,P005,C009,V006,1,100,5,95.0,60,40
VTA03925,2024-02-10,P001,C012,V008,1,1200,15,1020.0,900,300
VTA03926,2024-01-22,P003,C006,V003,2,150,10,270.0,90,120
VTA03927,2024-01-27,P005,C002,V006,3,100,0,300.0,60,120
VTA03928,2024-10-06,P001,C002,V009,3,1200,10,3240.0,900,900
VTA03929,2025-02-25,P005,C007,V001,2,100,5,190.0,60,80
VTA03930,2025-11-05,P002,C016,V010,3,800,0,2400.0,600,600
VTA03931,2024-05-29,P003,C020,V002,4,150,10,540.0,90,240
VTA03932,2025-08-29,P001,C018,V002,5,1200,5,5700.0,900,1500
VTA03933,2024-01-26,P003,C017,V007,4,150,10,540.0,90,240
VTA03934,2025-06-09,P002,C002,V006,4,800,0,3200.0,600,800
VTA03935,2024-09-24,P001,C006,V008,5,1200,0,6000.0,900,1500
VTA03936,2025-04-22,P003,C014,V002,3,150,0,450.0,90,180
VTA03937,2025-07-16,P004,C009,V008,1,300,0,300.0,200,100
VTA03938,2024-09-26,P001,C006,V003,2,1200,0,2400.0,900,600
VTA03939,2024-09-15,P003,C002,V002,1,150,10,135.0,90,60
VTA03940,2024-10-26,P004,C006,V002,4,300,5,1140.0,200,400
VTA03941,2025-07-04,P004,C001,V005,1,300,15,255.0,200,100
VTA03942,2025-10-15,P003,C019,V004,3,150,5,427.5,90,180
VTA03943,2025-01-23,P002,C003,V006,4,800,5,3040.0,600,800
VTA03944,2025-09-08,P004,C007,V005,5,300,15,1275.0,200,500
VTA03945,2024-07-07,P003,C014,V003,3,150,0,450.0,90,180
VTA03946,2024-04-03,P001,C001,V007,3,1200,5,3420.0,900,900
VTA03947,2024-06-22,P004,C018,V006,5,300,10,1350.0,200,500
VTA03948,2024-01-18,P005,C004,V005,5,100,15,425.0,60,200
VTA03949,2024-12-13,P001,C019,V005,3,1200,5,3420.0,900,900
VTA03950,2024-12-14,P001,C015,V010,4,1200,15,4080.0,900,1200
VTA03951,2024-12-12,P003,C011,V006,5,150,5,712.5,90,300
VTA03952,2025-04-07,P002,C010,V007,5,800,0,4000.0,600,1000
VTA03953,2025-09-02,P003,C014,V006,4,150,5,570.0,90,240
VTA03954,2024-02-02,P004,C019,V002,4,300,10,1080.0,200,400
VTA03955,2025-06-07,P005,C004,V006,3,100,15,255.0,60,120
VTA03956,2025-08-05,P003,C016,V001,5,150,5,712.5,90,300
VTA03957,2025-03-04,P003,C017,V005,3,150,0,450.0,90,180
VTA03958,2024-02-27,P004,C002,V002,4,300,0,1200.0,200,400
VTA03959,2024-06-30,P005,C019,V002,5,100,10,450.0,60,200
VTA03960,2024-01-27,P001,C008,V004,2,1200,0,2400.0,900,600
VTA03961,2025-10-04,P005,C005,V005,5,100,10,450.0,60,200
VTA03962,2024-03-08,P003,C014,V006,4,150,0,600.0,90,240
VTA03963,2024-09-02,P003,C011,V005,5,150,5,712.5,90,300
VTA03964,2024-02-02,P002,C012,V009,3,800,0,2400.0,600,600
VTA03965,2024-05-17,P002,C015,V009,5,800,5,3800.0,600,1000
VTA03966,2024-11-01,P002,C018,V002,1,800,10,720.0,600,200
VTA03967,2025-11-01,P004,C009,V005,4,300,0,1200.0,200,400
VTA03968,2025-07-23,P004,C019,V005,5,300,0,1500.0,200,500
VTA03969,2025-05-29,P001,C002,V007,1,1200,10,1080.0,900,300
VTA03970,2025-02-26,P003,C007,V010,2,150,0,300.0,90,120
VTA03971,2025-07-20,P001,C009,V005,1,1200,0,1200.0,900,300
VTA03972,2024-04-05,P002,C016,V006,1,800,15,680.0,600,200
VTA03973,2024-08-07,P001,C019,V007,1,1200,10,1080.0,900,300
VTA03974,2025-06-12,P003,C015,V007,4,150,5,570.0,90,240
VTA03975,2025-12-29,P003,C008,V006,3,150,10,405.0,90,180
VTA03976,2025-11-02,P005,C008,V004,2,100,10,180.0,60,80
VTA03977,2025-09-23,P003,C017,V006,4,150,15,510.0,90,240
VTA03978,2024-10-08,P002,C005,V010,1,800,15,680.0,600,200
VTA03979,2025-08-23,P003,C002,V001,2,150,0,300.0,90,120
VTA03980,2025-09-08,P001,C008,V006,3,1200,5,3420.0,900,900
VTA03981,2024-05-07,P001,C018,V009,5,1200,5,5700.0,900,1500
VTA03982,2024-06-18,P005,C011,V003,5,100,10,450.0,60,200
VTA03983,2024-10-20,P005,C014,V008,5,100,10,450.0,60,200
VTA03984,2025-08-14,P004,C002,V002,5,300,15,1275.0,200,500
VTA03985,2025-08-05,P004,C004,V010,2,300,0,600.0,200,200
VTA03986,2025-12-30,P002,C016,V006,4,800,10,2880.0,600,800
VTA03987,2024-11-25,P003,C016,V005,5,150,10,675.0,90,300
VTA03988,2025-11-11,P005,C004,V008,3,100,15,255.0,60,120
VTA03989,2024-02-17,P005,C015,V010,4,100,15,340.0,60,160
VTA03990,2024-04-19,P002,C005,V001,1,800,10,720.0,600,200
VTA03991,2025-10-27,P003,C003,V003,5,150,10,675.0,90,300
VTA03992,2024-11-20,P004,C005,V002,5,300,10,1350.0,200,500
VTA03993,2024-10-26,P004,C014,V009,5,300,0,1500.0,200,500
VTA03994,2024-05-16,P001,C014,V006,5,1200,5,5700.0,900,1500
VTA03995,2025-05-18,P005,C017,V003,5,100,5,475.0,60,200
VTA03996,2024-01-31,P004,C019,V009,4,300,0,1200.0,200,400
VTA03997,2025-04-09,P002,C010,V001,3,800,5,2280.0,600,600
VTA03998,2025-06-13,P001,C010,V010,3,1200,0,3600.0,900,900
VTA03999,2025-12-04,P005,C012,V004,4,100,15,340.0,60,160
VTA04000,2024-05-09,P002,C015,V003,1,800,0,800.0,600,200
VTA04001,2025-04-11,P003,C009,V006,4,150,15,510.0,90,240
VTA04002,2025-07-16,P004,C001,V001,4,300,15,1020.0,200,400
VTA04003,2024-12-26,P004,C015,V010,5,300,0,1500.0,200,500
VTA04004,2025-11-23,P003,C005,V007,2,150,15,255.0,90,120
VTA04005,2025-11-07,P005,C020,V005,1,100,5,95.0,60,40
VTA04006,2024-06-06,P005,C004,V008,3,100,15,255.0,60,120
VTA04007,2025-05-02,P005,C013,V004,3,100,5,285.0,60,120
VTA04008,2024-11-25,P005,C019,V004,5,100,15,425.0,60,200
VTA04009,2024-01-26,P001,C004,V001,1,1200,10,1080.0,900,300
VTA04010,2025-09-24,P003,C007,V010,3,150,10,405.0,90,180
VTA04011,2024-10-26,P003,C017,V009,1,150,15,127.5,90,60
VTA04012,2024-06-27,P002,C004,V006,3,800,10,2160.0,600,600
VTA04013,2024-10-23,P004,C009,V006,1,300,5,285.0,200,100
VTA04014,2025-11-19,P001,C005,V009,4,1200,10,4320.0,900,1200
VTA04015,2024-09-02,P002,C018,V004,1,800,0,800.0,600,200
VTA04016,2025-02-12,P005,C018,V004,5,100,5,475.0,60,200
VTA04017,2024-12-06,P003,C016,V001,2,150,0,300.0,90,120
VTA04018,2025-12-29,P003,C011,V009,5,150,15,637.5,90,300
VTA04019,2024-02-17,P002,C019,V010,3,800,10,2160.0,600,600
VTA04020,2024-03-23,P005,C015,V009,4,100,0,400.0,60,160
VTA04021,2024-06-20,P001,C011,V002,3,1200,10,3240.0,900,900
VTA04022,2025-08-03,P004,C010,V008,5,300,5,1425.0,200,500
VTA04023,2024-04-13,P002,C007,V002,5,800,5,3800.0,600,1000
VTA04024,2025-02-02,P004,C015,V003,4,300,0,1200.0,200,400
VTA04025,2025-06-05,P001,C020,V005,5,1200,15,5100.0,900,1500
VTA04026,2024-02-03,P002,C017,V002,3,800,5,2280.0,600,600
VTA04027,2024-12-30,P005,C015,V003,4,100,10,360.0,60,160
VTA04028,2025-04-27,P001,C001,V001,3,1200,10,3240.0,900,900
VTA04029,2024-08-19,P005,C010,V001,3,100,15,255.0,60,120
VTA04030,2025-09-29,P002,C016,V010,1,800,15,680.0,600,200
VTA04031,2024-09-16,P003,C011,V008,4,150,10,540.0,90,240
VTA04032,2025-01-24,P001,C020,V006,5,1200,0,6000.0,900,1500
VTA04033,2025-03-02,P003,C016,V003,1,150,5,142.5,90,60
VTA04034,2024-02-03,P005,C003,V008,5,100,10,450.0,60,200
VTA04035,2024-06-23,P003,C016,V008,1,150,5,142.5,90,60
VTA04036,2025-08-01,P004,C019,V001,1,300,0,300.0,200,100
VTA04037,2025-12-13,P002,C006,V002,5,800,15,3400.0,600,1000
VTA04038,2025-03-18,P003,C019,V006,4,150,0,600.0,90,240
VTA04039,2025-07-12,P004,C007,V006,5,300,10,1350.0,200,500
VTA04040,2024-06-04,P002,C004,V004,5,800,10,3600.0,600,1000
VTA04041,2025-10-15,P004,C019,V002,1,300,10,270.0,200,100
VTA04042,2025-01-25,P004,C018,V009,5,300,15,1275.0,200,500
VTA04043,2024-05-28,P003,C014,V007,4,150,15,510.0,90,240
VTA04044,2025-09-22,P004,C005,V010,1,300,10,270.0,200,100
VTA04045,2024-11-01,P004,C010,V009,5,300,10,1350.0,200,500
VTA04046,2024-03-30,P003,C005,V001,2,150,0,300.0,90,120
VTA04047,2025-07-13,P002,C007,V010,3,800,5,2280.0,600,600
VTA04048,2025-02-02,P003,C012,V004,1,150,5,142.5,90,60
VTA04049,2025-10-16,P004,C016,V010,4,300,10,1080.0,200,400
VTA04050,2025-02-03,P005,C017,V004,5,100,0,500.0,60,200
VTA04051,2024-03-29,P002,C017,V008,4,800,0,3200.0,600,800
VTA04052,2024-12-14,P004,C008,V007,1,300,10,270.0,200,100
VTA04053,2025-03-03,P004,C006,V005,4,300,0,1200.0,200,400
VTA04054,2024-02-02,P003,C001,V007,3,150,5,427.5,90,180
VTA04055,2024-10-27,P003,C016,V007,4,150,10,540.0,90,240
VTA04056,2024-09-15,P001,C003,V005,3,1200,0,3600.0,900,900
VTA04057,2024-04-10,P004,C018,V006,5,300,5,1425.0,200,500
VTA04058,2024-09-17,P003,C003,V006,1,150,15,127.5,90,60
VTA04059,2025-03-09,P001,C014,V001,1,1200,5,1140.0,900,300
VTA04060,2024-04-02,P002,C015,V006,1,800,0,800.0,600,200
VTA04061,2024-01-06,P004,C018,V005,4,300,10,1080.0,200,400
VTA04062,2025-06-23,P003,C008,V010,4,150,0,600.0,90,240
VTA04063,2024-02-28,P001,C019,V003,5,1200,5,5700.0,900,1500
VTA04064,2025-11-08,P002,C011,V010,3,800,5,2280.0,600,600
VTA04065,2024-12-28,P002,C006,V009,1,800,15,680.0,600,200
VTA04066,2024-02-22,P001,C001,V006,5,1200,15,5100.0,900,1500
VTA04067,2025-03-10,P001,C008,V007,2,1200,5,2280.0,900,600
VTA04068,2025-05-11,P004,C010,V007,4,300,15,1020.0,200,400
VTA04069,2024-12-06,P001,C007,V006,3,1200,0,3600.0,900,900
VTA04070,2024-09-25,P002,C007,V006,1,800,15,680.0,600,200
VTA04071,2025-11-20,P004,C008,V009,4,300,15,1020.0,200,400
VTA04072,2025-08-18,P003,C012,V002,2,150,0,300.0,90,120
VTA04073,2025-08-03,P001,C004,V005,3,1200,15,3060.0,900,900
VTA04074,2024-03-01,P004,C010,V003,1,300,15,255.0,200,100
VTA04075,2025-03-01,P004,C014,V001,4,300,0,1200.0,200,400
VTA04076,2025-09-03,P004,C006,V004,4,300,15,1020.0,200,400
VTA04077,2024-10-22,P003,C002,V001,1,150,15,127.5,90,60
VTA04078,2024-08-24,P001,C007,V010,2,1200,15,2040.0,900,600
VTA04079,2024-02-01,P002,C015,V004,5,800,0,4000.0,600,1000
VTA04080,2024-05-31,P004,C002,V010,4,300,10,1080.0,200,400
VTA04081,2025-08-17,P001,C011,V002,2,1200,15,2040.0,900,600
VTA04082,2025-11-13,P004,C008,V005,5,300,0,1500.0,200,500
VTA04083,2025-10-19,P002,C007,V003,2,800,10,1440.0,600,400
VTA04084,2025-01-26,P003,C016,V010,3,150,5,427.5,90,180
VTA04085,2025-03-04,P004,C006,V002,3,300,10,810.0,200,300
VTA04086,2024-10-13,P005,C017,V002,5,100,5,475.0,60,200
VTA04087,2025-09-05,P001,C009,V003,4,1200,10,4320.0,900,1200
VTA04088,2024-11-23,P005,C008,V004,5,100,15,425.0,60,200
VTA04089,2024-04-12,P002,C001,V003,3,800,0,2400.0,600,600
VTA04090,2025-03-03,P004,C011,V010,5,300,0,1500.0,200,500
VTA04091,2024-04-24,P001,C011,V002,2,1200,0,2400.0,900,600
VTA04092,2025-05-14,P003,C011,V001,5,150,0,750.0,90,300
VTA04093,2025-04-11,P004,C002,V009,3,300,15,765.0,200,300
VTA04094,2025-04-20,P001,C018,V005,1,1200,15,1020.0,900,300
VTA04095,2025-01-25,P004,C017,V009,3,300,5,855.0,200,300
VTA04096,2024-05-15,P005,C012,V007,3,100,5,285.0,60,120
VTA04097,2024-05-18,P003,C017,V005,1,150,15,127.5,90,60
VTA04098,2025-07-30,P005,C003,V002,1,100,5,95.0,60,40
VTA04099,2024-09-14,P002,C003,V007,3,800,5,2280.0,600,600
VTA04100,2025-06-05,P005,C016,V004,3,100,0,300.0,60,120
VTA04101,2024-03-28,P004,C009,V007,1,300,15,255.0,200,100
VTA04102,2025-12-07,P005,C013,V009,1,100,0,100.0,60,40
VTA04103,2025-10-28,P004,C002,V008,3,300,10,810.0,200,300
VTA04104,2024-08-09,P003,C013,V007,3,150,5,427.5,90,180
VTA04105,2024-10-20,P002,C010,V008,5,800,15,3400.0,600,1000
VTA04106,2025-11-29,P003,C020,V004,5,150,5,712.5,90,300
VTA04107,2025-07-20,P004,C009,V006,3,300,5,855.0,200,300
VTA04108,2024-04-23,P003,C013,V007,2,150,0,300.0,90,120
VTA04109,2025-12-20,P004,C008,V004,3,300,15,765.0,200,300
VTA04110,2025-04-11,P002,C020,V002,5,800,10,3600.0,600,1000
VTA04111,2024-06-02,P005,C011,V009,4,100,0,400.0,60,160
VTA04112,2024-11-17,P005,C008,V006,4,100,0,400.0,60,160
VTA04113,2024-05-07,P001,C010,V005,2,1200,0,2400.0,900,600
VTA04114,2025-11-30,P005,C009,V007,2,100,15,170.0,60,80
VTA04115,2024-12-04,P004,C004,V007,3,300,0,900.0,200,300
VTA04116,2025-11-07,P003,C015,V002,2,150,10,270.0,90,120
VTA04117,2025-03-27,P001,C013,V007,5,1200,15,5100.0,900,1500
VTA04118,2025-03-31,P003,C014,V009,5,150,0,750.0,90,300
VTA04119,2025-07-14,P001,C017,V001,1,1200,5,1140.0,900,300
VTA04120,2024-04-25,P005,C008,V001,5,100,15,425.0,60,200
VTA04121,2025-06-28,P002,C015,V007,1,800,15,680.0,600,200
VTA04122,2024-09-23,P002,C019,V010,2,800,5,1520.0,600,400
VTA04123,2025-08-23,P002,C018,V009,2,800,10,1440.0,600,400
VTA04124,2025-11-01,P005,C018,V003,1,100,5,95.0,60,40
VTA04125,2025-03-18,P001,C019,V003,3,1200,0,3600.0,900,900
VTA04126,2024-11-26,P001,C018,V002,1,1200,10,1080.0,900,300
VTA04127,2025-12-04,P003,C019,V003,3,150,10,405.0,90,180
VTA04128,2025-04-22,P005,C002,V001,4,100,0,400.0,60,160
VTA04129,2025-01-25,P004,C019,V008,2,300,0,600.0,200,200
VTA04130,2024-07-07,P002,C017,V004,3,800,0,2400.0,600,600
VTA04131,2024-05-02,P002,C007,V005,3,800,5,2280.0,600,600
VTA04132,2025-06-27,P002,C015,V010,3,800,10,2160.0,600,600
VTA04133,2024-10-16,P001,C007,V006,5,1200,15,5100.0,900,1500
VTA04134,2024-12-14,P004,C004,V008,2,300,5,570.0,200,200
VTA04135,2025-03-14,P005,C005,V010,5,100,15,425.0,60,200
VTA04136,2025-09-09,P003,C002,V001,2,150,5,285.0,90,120
VTA04137,2024-04-24,P002,C013,V004,1,800,10,720.0,600,200
VTA04138,2025-10-31,P002,C003,V004,5,800,5,3800.0,600,1000
VTA04139,2025-02-18,P005,C011,V001,1,100,5,95.0,60,40
VTA04140,2025-09-28,P005,C011,V009,1,100,5,95.0,60,40
VTA04141,2025-04-11,P002,C016,V004,5,800,0,4000.0,600,1000
VTA04142,2024-06-16,P001,C020,V008,1,1200,5,1140.0,900,300
VTA04143,2024-06-02,P001,C001,V004,1,1200,10,1080.0,900,300
VTA04144,2025-11-24,P001,C010,V007,5,1200,15,5100.0,900,1500
VTA04145,2024-04-18,P003,C020,V003,2,150,15,255.0,90,120
VTA04146,2025-01-20,P005,C018,V008,3,100,0,300.0,60,120
VTA04147,2025-07-21,P001,C013,V008,2,1200,0,2400.0,900,600
VTA04148,2025-04-22,P002,C016,V004,1,800,5,760.0,600,200
VTA04149,2025-12-12,P004,C004,V010,1,300,15,255.0,200,100
VTA04150,2024-07-10,P005,C016,V002,2,100,5,190.0,60,80
VTA04151,2025-01-10,P005,C006,V005,5,100,5,475.0,60,200
VTA04152,2025-10-06,P001,C006,V005,4,1200,10,4320.0,900,1200
VTA04153,2025-07-13,P003,C010,V009,2,150,0,300.0,90,120
VTA04154,2025-07-13,P005,C019,V002,4,100,10,360.0,60,160
VTA04155,2024-09-14,P001,C004,V006,5,1200,0,6000.0,900,1500
VTA04156,2025-11-10,P003,C017,V001,2,150,15,255.0,90,120
VTA04157,2024-10-18,P004,C019,V009,5,300,15,1275.0,200,500
VTA04158,2024-11-30,P001,C012,V009,4,1200,5,4560.0,900,1200
VTA04159,2024-12-09,P001,C005,V004,4,1200,5,4560.0,900,1200
VTA04160,2025-07-23,P001,C017,V001,5,1200,15,5100.0,900,1500
VTA04161,2024-01-21,P004,C001,V001,4,300,15,1020.0,200,400
VTA04162,2024-10-22,P005,C006,V006,4,100,15,340.0,60,160
VTA04163,2024-12-11,P003,C020,V007,3,150,15,382.5,90,180
VTA04164,2025-03-04,P004,C012,V001,2,300,15,510.0,200,200
VTA04165,2024-08-24,P003,C018,V007,2,150,15,255.0,90,120
VTA04166,2025-04-26,P003,C008,V007,2,150,0,300.0,90,120
VTA04167,2024-04-19,P001,C018,V003,3,1200,10,3240.0,900,900
VTA04168,2024-10-05,P001,C002,V010,4,1200,10,4320.0,900,1200
VTA04169,2025-03-27,P005,C003,V006,5,100,0,500.0,60,200
VTA04170,2024-08-05,P005,C019,V009,1,100,10,90.0,60,40
VTA04171,2025-11-07,P003,C008,V001,3,150,5,427.5,90,180
VTA04172,2024-08-25,P001,C015,V007,5,1200,5,5700.0,900,1500
VTA04173,2024-07-12,P005,C020,V001,1,100,10,90.0,60,40
VTA04174,2024-07-02,P005,C001,V002,3,100,0,300.0,60,120
VTA04175,2025-07-15,P002,C004,V004,1,800,5,760.0,600,200
VTA04176,2024-07-25,P003,C007,V009,1,150,10,135.0,90,60
VTA04177,2025-06-05,P001,C008,V002,1,1200,15,1020.0,900,300
VTA04178,2024-07-20,P004,C004,V009,5,300,10,1350.0,200,500
VTA04179,2024-12-30,P005,C016,V005,2,100,10,180.0,60,80
VTA04180,2025-02-07,P002,C008,V002,1,800,10,720.0,600,200
VTA04181,2024-09-15,P003,C010,V005,4,150,10,540.0,90,240
VTA04182,2025-11-10,P003,C019,V007,5,150,0,750.0,90,300
VTA04183,2025-02-03,P005,C007,V004,3,100,0,300.0,60,120
VTA04184,2025-03-18,P002,C007,V005,5,800,15,3400.0,600,1000
VTA04185,2024-01-28,P002,C009,V007,4,800,0,3200.0,600,800
VTA04186,2025-10-19,P004,C003,V010,2,300,0,600.0,200,200
VTA04187,2024-10-20,P005,C014,V001,5,100,15,425.0,60,200
VTA04188,2024-03-19,P005,C012,V002,3,100,10,270.0,60,120
VTA04189,2024-08-21,P005,C003,V003,3,100,10,270.0,60,120
VTA04190,2024-04-23,P002,C012,V001,4,800,10,2880.0,600,800
VTA04191,2025-05-06,P001,C004,V009,4,1200,10,4320.0,900,1200
VTA04192,2025-08-09,P004,C012,V004,5,300,5,1425.0,200,500
VTA04193,2025-12-16,P001,C002,V005,4,1200,0,4800.0,900,1200
VTA04194,2024-01-14,P005,C006,V005,3,100,10,270.0,60,120
VTA04195,2024-05-31,P003,C005,V007,4,150,15,510.0,90,240
VTA04196,2025-11-27,P001,C017,V003,3,1200,15,3060.0,900,900
VTA04197,2024-04-26,P003,C010,V004,4,150,5,570.0,90,240
VTA04198,2024-04-07,P003,C020,V005,4,150,15,510.0,90,240
VTA04199,2024-05-16,P001,C017,V004,1,1200,10,1080.0,900,300
VTA04200,2024-04-15,P003,C020,V004,2,150,15,255.0,90,120
VTA04201,2024-05-07,P004,C006,V001,5,300,15,1275.0,200,500
VTA04202,2024-11-21,P001,C019,V010,3,1200,5,3420.0,900,900
VTA04203,2025-10-31,P001,C013,V001,1,1200,15,1020.0,900,300
VTA04204,2025-07-25,P005,C016,V004,3,100,10,270.0,60,120
VTA04205,2025-11-12,P001,C005,V004,2,1200,10,2160.0,900,600
VTA04206,2025-06-27,P005,C007,V003,4,100,0,400.0,60,160
VTA04207,2024-03-12,P002,C001,V006,2,800,0,1600.0,600,400
VTA04208,2024-07-06,P004,C009,V003,5,300,15,1275.0,200,500
VTA04209,2025-06-20,P002,C003,V005,1,800,5,760.0,600,200
VTA04210,2024-02-02,P003,C002,V004,5,150,5,712.5,90,300
VTA04211,2025-02-14,P001,C019,V003,2,1200,10,2160.0,900,600
VTA04212,2025-10-12,P004,C002,V004,4,300,10,1080.0,200,400
VTA04213,2024-08-07,P002,C007,V004,4,800,5,3040.0,600,800
VTA04214,2025-02-10,P002,C005,V006,4,800,0,3200.0,600,800
VTA04215,2024-08-19,P004,C015,V006,5,300,15,1275.0,200,500
VTA04216,2024-05-25,P004,C005,V007,2,300,0,600.0,200,200
VTA04217,2024-03-10,P003,C019,V009,5,150,10,675.0,90,300
VTA04218,2025-10-08,P002,C005,V006,3,800,5,2280.0,600,600
VTA04219,2025-08-09,P003,C011,V002,5,150,15,637.5,90,300
VTA04220,2024-11-15,P005,C020,V002,5,100,5,475.0,60,200
VTA04221,2025-10-12,P001,C017,V001,4,1200,0,4800.0,900,1200
VTA04222,2025-04-09,P004,C007,V003,5,300,10,1350.0,200,500
VTA04223,2025-05-05,P001,C017,V004,5,1200,5,5700.0,900,1500
VTA04224,2025-05-22,P004,C013,V007,4,300,10,1080.0,200,400
VTA04225,2024-02-18,P003,C019,V009,1,150,0,150.0,90,60
VTA04226,2024-08-14,P003,C020,V001,4,150,0,600.0,90,240
VTA04227,2025-03-22,P003,C011,V002,4,150,10,540.0,90,240
VTA04228,2025-10-24,P001,C018,V007,3,1200,5,3420.0,900,900
VTA04229,2024-01-03,P002,C002,V005,2,800,5,1520.0,600,400
VTA04230,2024-09-17,P001,C009,V009,5,1200,5,5700.0,900,1500
VTA04231,2025-05-03,P001,C015,V008,2,1200,0,2400.0,900,600
VTA04232,2025-10-06,P001,C017,V006,3,1200,10,3240.0,900,900
VTA04233,2024-02-03,P005,C014,V009,5,100,10,450.0,60,200
VTA04234,2024-09-06,P001,C007,V008,1,1200,10,1080.0,900,300
VTA04235,2025-06-09,P003,C015,V009,5,150,10,675.0,90,300
VTA04236,2025-12-05,P005,C006,V004,1,100,10,90.0,60,40
VTA04237,2024-08-10,P004,C007,V006,2,300,15,510.0,200,200
VTA04238,2025-12-13,P003,C003,V002,5,150,5,712.5,90,300
VTA04239,2025-01-26,P001,C001,V004,3,1200,15,3060.0,900,900
VTA04240,2024-05-02,P003,C015,V008,3,150,10,405.0,90,180
VTA04241,2025-09-20,P005,C009,V007,1,100,10,90.0,60,40
VTA04242,2024-03-22,P002,C013,V006,5,800,10,3600.0,600,1000
VTA04243,2024-08-02,P005,C015,V001,2,100,10,180.0,60,80
VTA04244,2025-06-26,P002,C015,V005,4,800,0,3200.0,600,800
VTA04245,2024-11-01,P005,C003,V010,5,100,15,425.0,60,200
VTA04246,2025-06-29,P004,C016,V005,5,300,10,1350.0,200,500
VTA04247,2025-08-29,P005,C008,V003,4,100,5,380.0,60,160
VTA04248,2025-10-14,P002,C003,V001,1,800,0,800.0,600,200
VTA04249,2025-11-15,P003,C020,V010,5,150,10,675.0,90,300
VTA04250,2025-09-25,P004,C001,V001,5,300,10,1350.0,200,500
VTA04251,2025-07-02,P004,C007,V009,2,300,15,510.0,200,200
VTA04252,2025-08-03,P003,C014,V004,1,150,0,150.0,90,60
VTA04253,2025-07-27,P002,C003,V004,2,800,15,1360.0,600,400
VTA04254,2024-06-16,P002,C011,V004,2,800,15,1360.0,600,400
VTA04255,2024-01-11,P004,C007,V008,4,300,0,1200.0,200,400
VTA04256,2025-12-31,P001,C002,V006,5,1200,0,6000.0,900,1500
VTA04257,2024-07-16,P005,C016,V002,1,100,0,100.0,60,40
VTA04258,2024-01-28,P003,C020,V006,2,150,5,285.0,90,120
VTA04259,2024-05-10,P005,C006,V001,5,100,0,500.0,60,200
VTA04260,2024-06-20,P002,C005,V002,3,800,0,2400.0,600,600
VTA04261,2024-01-01,P004,C009,V004,2,300,10,540.0,200,200
VTA04262,2025-08-12,P001,C010,V008,2,1200,15,2040.0,900,600
VTA04263,2025-05-09,P001,C005,V006,2,1200,10,2160.0,900,600
VTA04264,2025-10-29,P005,C005,V002,3,100,0,300.0,60,120
VTA04265,2025-10-09,P002,C005,V008,4,800,15,2720.0,600,800
VTA04266,2024-08-06,P003,C016,V001,3,150,0,450.0,90,180
VTA04267,2025-08-20,P004,C013,V002,4,300,15,1020.0,200,400
VTA04268,2025-01-25,P003,C001,V002,1,150,10,135.0,90,60
VTA04269,2025-09-03,P003,C011,V004,2,150,10,270.0,90,120
VTA04270,2025-05-07,P002,C004,V004,3,800,0,2400.0,600,600
VTA04271,2024-04-30,P004,C001,V001,3,300,5,855.0,200,300
VTA04272,2024-12-24,P005,C007,V002,4,100,0,400.0,60,160
VTA04273,2025-09-25,P005,C015,V008,5,100,5,475.0,60,200
VTA04274,2024-08-03,P001,C001,V001,4,1200,0,4800.0,900,1200
VTA04275,2025-09-13,P002,C009,V002,2,800,10,1440.0,600,400
VTA04276,2025-06-05,P003,C005,V002,1,150,5,142.5,90,60
VTA04277,2025-07-01,P001,C008,V007,2,1200,0,2400.0,900,600
VTA04278,2024-11-14,P004,C020,V009,5,300,10,1350.0,200,500
VTA04279,2024-12-26,P001,C013,V004,2,1200,5,2280.0,900,600
VTA04280,2024-12-10,P004,C015,V008,4,300,15,1020.0,200,400
VTA04281,2024-08-04,P004,C010,V004,2,300,10,540.0,200,200
VTA04282,2025-04-10,P004,C017,V010,3,300,15,765.0,200,300
VTA04283,2025-09-19,P001,C006,V003,1,1200,0,1200.0,900,300
VTA04284,2025-03-25,P003,C020,V004,4,150,10,540.0,90,240
VTA04285,2024-10-13,P004,C020,V006,1,300,15,255.0,200,100
VTA04286,2025-03-15,P002,C001,V001,3,800,15,2040.0,600,600
VTA04287,2025-02-08,P002,C008,V009,3,800,10,2160.0,600,600
VTA04288,2025-03-17,P002,C001,V002,5,800,0,4000.0,600,1000
VTA04289,2025-10-06,P005,C003,V004,5,100,15,425.0,60,200
